"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $1312.99/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method"
"0x75712139c94e288acf309e4cd3a322fd51bf673cd3911b139d9cdb814f8823f3","14182540","1644553082","2022-02-11 04:18:02","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7","","0","0","0","0.00591811910571968","7.77043120461888","2928.93","","","Set Approval For All",""
"0x6c6cf96ba1a47f6611a1fe6f5d0bff3ab34f7f1c993b669121ad138f1b02ed77","14182752","1644555898","2022-02-11 05:04:58","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7be8076f4ea4a4ad08075c2508e481d6c946d12b","","0","0","0","0.005589304910027514","7.33870145381703","2928.93","","","Cancel Order_",""
"0x8a9850843e9f6b6add25bef1e36d468f87c1cfb1742a530880ef4b55b1263a9d","14189299","1644642697","2022-02-12 05:11:37","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x59728544b08ab483533076417fbbb2fd0b17ce3a","","0","0","0","0.00226742510523384","2.97710648892098","2918.34","","","Cancel Multiple Maker Orders",""
"0x571f37709946ad4ed85bfa282b0ad03dc6fa19c396ff7915224b1b66f08b2334","14189306","1644642756","2022-02-12 05:12:36","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x59728544b08ab483533076417fbbb2fd0b17ce3a","","0","0","0","0.00113913820357348","1.49567706990994","2918.34","","","Cancel Multiple Maker Orders",""
"0xe670f4e204fa37e4c95e23bf7d4cf423e5ddf8b2a16112ae40a4bce15b83dff8","14190625","1644660790","2022-02-12 10:13:10","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","3.05","4004.6195","0.001771055934108986","2.32537873092576","2918.34","","","Deposit",""
"0x208b3039738e2bb659e41f66f41d0d49bd2d847b714440ec5e55317854f93cfd","14190633","1644660918","2022-02-12 10:15:18","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","0","0","0.001981947569129444","2.60227733879127","2918.34","","","Approve",""
"0xda8cfed18553a5a844588c3ef247d25af8a7c0a13292d51943413a5703edfeb2","14192853","1644689702","2022-02-12 18:15:02","0xad77a557de6f429f5604737b365286b3de67a3d6","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","","0.044891577164528492","0","58.9421919012543","0.001367438495178","1.79543306978376","2918.34","","","Transfer",""
"0x4bb81083136c8f409d0b1a4690973ff29e0abc95754652a9f37c74ac4ad7f96d","14192871","1644689980","2022-02-12 18:19:40","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xad77a557de6f429f5604737b365286b3de67a3d6","","0","0.05","65.6495","0.001368698642052","1.79708763002786","2918.34","","","Transfer",""
"0x05ac72305061c39e440dd60c73f492df4d41af61585cdf6cc2003890750242ab","14192880","1644690097","2022-02-12 18:21:37","0xad77a557de6f429f5604737b365286b3de67a3d6","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","","0.048643206532607","0","63.8680437452477","0.001288508837721","1.6917992188393","2918.34","","","Transfer",""
"0x71875f6e57493e9a08f8ee75d84c947ff76bd98f101a4755070aa6b2638d6e20","14210040","1644919362","2022-02-15 10:02:42","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7","","0","0","0","0.004908058605547692","6.44423186849806","3185.81","","","Transfer From",""
"0xd52932333f8d0ba27bceca7a91aa57e9232fb8602a802405a6104cb84bf2788b","14229302","1645176962","2022-02-18 09:36:02","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","0","0","0.00422056135516874","5.541554853723","2780.72","","","Approve",""
"0xab66f2826bcf3d4bd15ae2adc80eb7d4123ef5342f40967b6ccfdb8af0e350e5","14234686","1645249099","2022-02-19 05:38:19","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","0","0","0.001408365032594256","1.84916920414593","2764.50","","","Withdraw",""
"0xebaad7548ca540e2f9135f81563cfbb88159174866142c2505ac7e1f26a255a4","14236911","1645279516","2022-02-19 14:05:16","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","2.4","3151.176","0.00423808269013843","5.56456019132486","2764.50","","","Deposit",""
"0xd76e9f99788a306365a2dac5acb57bf3302058292f6fb3771dcf7853fb202d3f","14236956","1645280185","2022-02-19 14:16:25","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","0.2","262.598","0.002901848459487832","3.81009800882293","2764.50","","","Deposit",""
"0x7d9b30def83281f17d26b8155e2235230a7110b8865f4ffbea62ff972d715d15","14237078","1645281934","2022-02-19 14:45:34","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","0","0","0.002538499268745572","3.33302415487025","2764.50","","","Withdraw",""
"0x54913c5dc500b053a29bfdc339aa08103d3982a8251da75e636064699c73bf9b","14240565","1645328269","2022-02-20 03:37:49","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7","","0","0","0","0.001496396512832536","1.96475365738399","2622.70","","","Set Approval For All",""
"0xd4dd1654e57430a77e29496bd044bc06a85920742d7319a76b424963ad2a86f9","14240566","1645328293","2022-02-20 03:38:13","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7","","0","0","0","0.001678782489779416","2.20422462125548","2622.70","","","Set Approval For All",""
"0x02bd2cf56390098f748761421c36315083420040af0d8c3abca51b5676311492","14240571","1645328380","2022-02-20 03:39:40","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","0","0","0.00169012436955208","2.21911639597819","2622.70","","","Approve",""
"0x3d5258a1dc39c1dfd939d2d91c18aeb185f7772a15a13fe2d5d6384570425019","14240577","1645328442","2022-02-20 03:40:42","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xad77a557de6f429f5604737b365286b3de67a3d6","","0","0.05","65.6495","0.001163789657562","1.52804418248233","2622.70","","","Transfer",""
"0xd8ab544612652d0f612f336f3ab497b392400c9443f0e2312f0e1b8fe6c61410","14240582","1645328562","2022-02-20 03:42:42","0xad77a557de6f429f5604737b365286b3de67a3d6","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","","0.048418034727686","0","63.5723954171044","0.001560669732174","2.04914375164714","2622.70","","","Transfer",""
"0x233d03c2f12e2ed5551b4b29e83652cf337fa502708a597573711739b0486238","14250392","1645459463","2022-02-21 16:04:23","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","3.2","4201.568","0.004493805431142832","5.90032159303623","2570.15","","","Deposit",""
"0xeeef8eddc0d2857c5eadd9dfa2e11419d0085ab56081d42f77edeb995c974da7","14255882","1645533192","2022-02-22 12:33:12","0xeb4f4631759179652f40cae77ad51b4e076765fc","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","","0.55","0","722.1445","0.000984311284173","1.29239087300631","2638.81","","","Transfer",""
"0x6d5b3cbcbfe80e63695a104c46186398b6b49356ff9d0dae2a72b0038825c7c9","14255887","1645533307","2022-02-22 12:35:07","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","0.57","748.4043","0.0014692291016824","1.92908311821797","2638.81","","","Deposit",""
"0x8bda4aaacd86d649c5d406e22146b07863eb3dc5b3c0f600295ba51b79200293","14256806","1645545744","2022-02-22 16:02:24","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7","","0","0","0","0.0066568340970132","8.74035660103736","2638.81","","","Set Approval For All",""
"0x7f7d516c1a0884c850e93756df4c30df7ed35b5f13f5bec01262df6b537b7b45","14256897","1645546902","2022-02-22 16:21:42","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7f268357a8c2552623316e2562d90e642bb538e5","","0","0","0","0.009073515823575632","11.9134355411966","2638.81","","","Cancel Order_",""
"0xb807b1db508c876dfbab79ecf4250bbdfc35e5fda3b4608663cd4ba2e678f4a8","14261400","1645606933","2022-02-23 09:02:13","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","0","0","0.002079478345690148","2.73033427310771","2580.97","","","Withdraw",""
"0xcc8f7dcbc5fe3d8209a037d4bd422066a5ed909ea3486297cf5252f1b1788ed0","14261487","1645607862","2022-02-23 09:17:42","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","0","0","0.00133077886266116","1.74729933888548","2580.97","","","Withdraw",""
"0xea0e6c6fc75b9360d438e754bc605d3baf1e8cbce638f40495ad58f0b6d4f261","14261492","1645607915","2022-02-23 09:18:35","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7","","0","2","2625.98","0.00270912","3.5570474688","2580.97","","","Deposit",""
"0x6c95a5115bac0d70654e83b0e029f702109fa8c618bcb6cc92526656188ff95c","14266578","1645676217","2022-02-24 04:16:57","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7","","0","0","0","0.012731958","16.71693353442","2597.94","","","Withdraw",""
"0x63e09a958648dd160e390a6490b557f723d5a8e25f8e68ca00cb84a2018e652c","14266602","1645676632","2022-02-24 04:23:52","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","3.7","4858.063","0.01012604513092711","13.295395996456","2597.94","","","Deposit",""
"0x009a5680583637c29f0b7d66bf6c910bf1f2fcd1be99ce980f6a39994cb51327","14276281","1645805498","2022-02-25 16:11:38","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7f268357a8c2552623316e2562d90e642bb538e5","","0","0","0","0.00404936877882782","5.31678071291314","2769.00","","","Cancel Order_",""
"0x1cc30ecf8eaf2dd41d2a4e1d71f27995f853c2f85ddc8517e71a44a843aaeb18","14283329","1645899640","2022-02-26 18:20:40","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","0","0","0.001506272816704172","1.97772114560441","2780.32","","","Withdraw",""
"0x146091bb0735de09402c6f95e5faa1ed2afa4eeb4ef514e930a058b5355e0545","14283337","1645899727","2022-02-26 18:22:07","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7f268357a8c2552623316e2562d90e642bb538e5","","0","3","3938.97","0.010060269968946018","13.2090338665264","2780.32","","","Atomic Match_",""
"0x6742548af6014d1cdf05fee69a17d578da5ee38dbdb0ad727f8a3d1460bae74d","14285865","1645933116","2022-02-27 03:38:36","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7f268357a8c2552623316e2562d90e642bb538e5","","0","0","0","0.00290279261897487","3.81133768078781","2617.32","","","Cancel Order_",""
"0xb142e8b83bb6bb1f591a608e650c0661d940a31d867b224f56c438ef157aaa35","14302074","1646150352","2022-03-01 15:59:12","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","0.65","853.4435","0.003159029362414632","4.14777396255679","2976.59","","","Deposit",""
"0x63177228475bc298c5be752cba888d44dc9d2b2ea963d3c3c10ec1ccb2979b96","14330682","1646534336","2022-03-06 02:38:56","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","5.9","7746.641","0.00107868178744795","1.41629840010128","2552.58","","","Deposit",""
"0xe0864f2d2e50cab4848bb8b3b928d97da4f0f760f7d42b27bf8364e3a7b8fb46","14330749","1646535024","2022-03-06 02:50:24","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","0","0","0.001144328737364232","1.50249218887186","2552.58","","","Approve",""
"0xb8b22fbbc9ce9eabf84c1d91b763d21b94b144b8e65639ec1cfba3469990c7b3","14331501","1646544744","2022-03-06 05:32:24","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7f268357a8c2552623316e2562d90e642bb538e5","","0","0","0","0.001637417506513892","2.14991281187767","2552.58","","","Cancel Order_",""
"0xe581ce49a203e312f6bade7d4cc25858dd9b0874f6e2c9b31bfbc35e51b40d22","14332535","1646559074","2022-03-06 09:31:14","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","0","0","0.000849253439428128","1.11506127343474","2552.58","","","Transfer",""
"0xb182aa07059201972c7b49c59c3906cc20ec22720ad122b399f94414443a25cb","14339726","1646656605","2022-03-07 12:36:45","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7f268357a8c2552623316e2562d90e642bb538e5","","0","0","0","0.0023795838395892","3.12436978554222","2496.67","","","Cancel Order_",""
"0xa44289502deea2a5d33b91c44da5bf627dc58dd7e6f14c87e6635ba81f5ae0af","14352936","1646833605","2022-03-09 13:46:45","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","0","0","0.0008117763302688","1.06585420387963","2733.05","","","Withdraw",""
"0xbe04d082bd415e79ef9b9e5e4c45da28161713fc4e0efd8949c320348067f609","14352940","1646833657","2022-03-09 13:47:37","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xad77a557de6f429f5604737b365286b3de67a3d6","","0","0.1","131.299","0.000468498276204","0.61513355167309","2733.05","","","Transfer",""
"0xbc5b7404f40113b2212416e8983f2d50ceeada25793f514885482abe45c8caa9","14352955","1646833816","2022-03-09 13:50:16","0xad77a557de6f429f5604737b365286b3de67a3d6","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","","0.097229650770922048","0","127.661559165713","0.000388200307782","0.509703122114688","2733.05","","","Transfer",""
"0x8d1d38770309dca3bb4a3b8051bf286b13c1fdb58c0c6718f5788a89805727b3","14355773","1646870737","2022-03-10 00:05:37","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7f268357a8c2552623316e2562d90e642bb538e5","","0","3.9","5120.661","0.006508890969596826","8.54610875417094","2608.64","","","Atomic Match_",""
"0xec6e7821b6fd2061640f94da7f349fe2f427c5ad566f2c945f141ba2dde466bb","14355863","1646871868","2022-03-10 00:24:28","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7f268357a8c2552623316e2562d90e642bb538e5","","0","0","0","0.002265248748952762","2.97424895488749","2608.64","","","Cancel Order_",""
"0xb2d1520b3a170741382097295f75e7c12ac5fb5cf706a3f74d552b99023fcd90","14359122","1646916082","2022-03-10 12:41:22","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","0.5","656.495","0.00156582567372292","2.05591345134146","2608.64","","","Deposit",""
"0x16feecd88318fa3f65233ea6592c94e4d92ddef0b23680a30bc4272659520f57","14362048","1646954647","2022-03-10 23:24:07","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7f268357a8c2552623316e2562d90e642bb538e5","","0","0","0","0.002884885832330858","3.78782624899209","2608.64","","","Cancel Order_",""
"0xd42641185a6b41208cbf77deb383dc56c0960871eb2569f82a61fa0f57fd7149","14362076","1646954933","2022-03-10 23:28:53","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","11","14442.89","0.000623944970571706","0.819233506910944","2608.64","","","Deposit",""
"0x239c6c0795e7a94e5647f2ae6a5ef7bf86621ac3d84897230df8ebf46972da86","14362133","1646955753","2022-03-10 23:42:33","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","0","0","0.001037574933527132","1.36232551197179","2608.64","","","Withdraw",""
"0x2f9735ca55fea5a3f6345d87717abdb87b04786903a681e4e9a87fe1aeb5b7ea","14362138","1646955835","2022-03-10 23:43:55","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7f268357a8c2552623316e2562d90e642bb538e5","","0","5","6564.95","0.00622246886854065","8.17003939970519","2608.64","","","Atomic Match_",""
"0xf65f8802949fb3bbfad93ed3fd8d6611106d9bac101c4c6109d3a8b20f660bdf","14362651","1646962564","2022-03-11 01:36:04","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","0","0","0.000793848720051244","1.04231543094008","2557.57","","","Withdraw",""
"0xd338e60488214c28423e29bc36e7305e327c4d5c74447764801c901e7a07f16c","14362656","1646962654","2022-03-11 01:37:34","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7f268357a8c2552623316e2562d90e642bb538e5","","0","5","6564.95","0.008550410976042075","11.2266041074335","2557.57","","","Atomic Match_",""
"0x21abd6fec7dfc628f0274fd652c5bef0bfdc8fc72f24d521e2c7b14a84164ef6","14370243","1647065665","2022-03-12 06:14:25","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","1.3","1706.887","0.000791278008184496","1.03894011196616","2569.87","","","Deposit",""
"0x76cd03a7823adeb821a1e73ed6e7a4f4b3f053420c5658c54cd87aab0e16af39","14373295","1647106437","2022-03-12 17:33:57","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","0.3","393.897","0.000939945808432908","1.23413944701432","2569.87","","","Deposit",""
"0x3f21bd06296f3f5dbe2e2183cf978e27126006483eb62f6638a89660f1e36397","14373315","1647106675","2022-03-12 17:37:55","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","0","0","0.001409599385292222","1.85078989689483","2569.87","","","Transfer",""
"0x9fe39bd6b7bcc8ea2aad716f99767fe596231a6f6a438b07f928a4406b75f1df","14385072","1647265566","2022-03-14 13:46:06","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7","","0","0","0","0.0012248061","1.608158161239","2591.45","","","Cancel Offer",""
"0xd7c1322a93a1d5772c154cb6fd95b030b3a15ffe0e514649c374dd07c7c623d3","14385077","1647265633","2022-03-14 13:47:13","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7","","0","0","0","0.0007292961","0.957558486339","2591.45","","","Cancel Offer",""
"0xb77cfde4cfc651124812ea5b805224f7cb9c49d9cb8c3036cc61bc497f271979","14388832","1647315884","2022-03-15 03:44:44","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7","","0","0","0","0.001664282218174","2.18518590964028","2619.61","","","Set Approval For All",""
"0xe32e210649aeee518d36541ba6bdb145be4b1afa3c39ea33e0354e0945c9b2cc","14391227","1647348259","2022-03-15 12:44:19","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0xad77a557de6f429f5604737b365286b3de67a3d6","","0","0.066379640895119906","87.1558046988835","0.000436468295781","0.573078507677495","2619.61","","","Transfer",""
"0x0454135b52597494fd681b893fc8ef662e8d8fc7d8c6c494c5bc25e82398b4c9","14391239","1647348387","2022-03-15 12:46:27","0xad77a557de6f429f5604737b365286b3de67a3d6","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","","0.064073334469499309","0","84.1276474251079","0.000354916134867","0.466001335919022","2619.61","","","Transfer",""
"0x33a9e5575063b3d1b74ebb263c595c92f155f0ffa20900a1766c36945b957732","14396928","1647424718","2022-03-16 09:58:38","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x59728544b08ab483533076417fbbb2fd0b17ce3a","","0","0","0","0.00104501580094283","1.37209529647993","2775.15","","","Cancel Multiple Maker Orders",""
"0xf307f5202e5baef5b2def1223dd82c5456d568b186e2f867b2303372b0a06ba5","14396933","1647424809","2022-03-16 10:00:09","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x59728544b08ab483533076417fbbb2fd0b17ce3a","","0","0","0","0.00062398674926456","0.819288361916875","2775.15","","","Cancel Multiple Maker Orders",""
"0xc2d4a99ee5aed24b30d9743ae9053528a00df0c0c6343cb88f68212668b03ca1","14398400","1647444063","2022-03-16 15:21:03","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x8c95ae01df6545be45a300ffa46d463f1e717c34","","0","5.1","6696.249","0.00098720250489","1.29618701689552","2775.15","","","Transfer",""
"0xbf6ab920f0c65efb75c8dbfead9415f726bb2f54f71d61bbe18fb44595dcf5ed","14404908","1647531644","2022-03-17 15:40:44","0xad77a557de6f429f5604737b365286b3de67a3d6","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","","0.695886695025986688","0","913.69227170217","0.001910663833134","2.50868250626661","2816.26","","","Transfer",""
"0xd3c74eba3f21fb1b4751d48952ee4220a3a4884ab03597aaaac6debe8e838d47","14414596","1647662658","2022-03-19 04:04:18","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7f268357a8c2552623316e2562d90e642bb538e5","","0","0","0","0.001845464387466228","2.42307628609928","2952.64","","","Cancel Order_",""
"0x98fa833952a09cc39d5b58eb24efae72bd9ef3459bb6895a97a7af596595c409","14417817","1647705996","2022-03-19 16:06:36","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x59728544b08ab483533076417fbbb2fd0b17ce3a","","0","0","0","0.00179140568929016","2.35209775598109","2952.64","","","Cancel Multiple Maker Orders",""
"0xa206dec775e60d2627eb9724b049c5b635fc99031362872f5268423ef711c54c","14417824","1647706116","2022-03-19 16:08:36","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x59728544b08ab483533076417fbbb2fd0b17ce3a","","0","0","0","0.00144484668255444","1.89706924572715","2952.64","","","Cancel Multiple Maker Orders",""
"0x082556ce1325cf69c6e7d1a23ff113d7df344d00d4f5f049efd12e1dc9de3026","14442834","1648042117","2022-03-23 13:28:37","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x8c95ae01df6545be45a300ffa46d463f1e717c34","","0","0.7","919.093","0.000650348229321","0.85390072161618","3032.98","","","Transfer",""
"0x90778eec3e72bf6258278b580229441124a8dbf555a512dea987d7dd0c7d9df5","14442836","1648042230","2022-03-23 13:30:30","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x7f268357a8c2552623316e2562d90e642bb538e5","","0","0","0","0.003141460247187015","4.12470588995408","3032.98","","","Cancel Order_",""
"0x2c07bdbf6a913c99fc1b67b82469e3d64bc53a2b525134eb564a0ddef05b402d","14486458","1648628388","2022-03-30 08:19:48","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x9c80777cae192e5031c38a0d951c55730ecc3f5e","","0","0","0","0.003860711799517958","5.06907598564908","3385.11","","","Request Reveal",""
"0xd4ec2b6598bd41c0714374b0cf93841ab31d54dd07eeb9b440d5384738e445ae","14486541","1648629357","2022-03-30 08:35:57","0x12be0666d73e60351289859c2ffcf9a3f9796c2d","0x9c80777cae192e5031c38a0d951c55730ecc3f5e","","0","0","0","0.003329406883897864","4.37147794448906","3385.11","","","Request Reveal",""
